driver1fault,accidentaddr,accident_hour,is_province1,lngs,lat,district
1,同心路,15,True,,26.689605,白云区
1,白云区,15,True,,26.684248,白云区
7,金阳南路,15,True,,26.588091,观山湖区
3,王宽,16,True,,26.46869,花溪区
1,四方合理,16,True,,26.33,
1,金阳客站,16,True,,26.600571,乌当区
1,龙洞堡,16,True,,26.549112,南明区
7,北京路,16,True,,26.601904,云岩区
7,体育馆,16,True,,26.566597,观山湖区
3,鑫中路,16,False,,26.507528000000004,花溪区
7,大南门,16,True,,26.579439,南明区
1,花果园,16,True,,26.571027,南明区
7,头桥,16,True,,26.588309,云岩区
7,师大,16,True,,26.591711,云岩区
8,龙泉,16,True,,26.606945,花溪区
7,西站,16,True,,26.505326,花溪区
7,宝山北路,16,True,,26.591344,云岩区
6,金阳一中,16,True,,26.631190000000004,观山湖区
7,龙洞堡,16,True,,26.549112,南明区
7,贵安大道,16,True,,26.4516,花溪区
7,八匹马,16,True,,26.640368,乌当区
7,油榨街,17,True,,26.566357,南明区
7,小河,17,True,,26.557721,乌当区
3,扶风路,17,True,,26.586911,云岩区
7,花溪吉林,17,True,,26.43533,花溪区
7,金钟桥,17,True,,26.587507,乌当区
8,太慈桥,17,True,,26.56048,南明区
3,白云区,17,True,,26.684248,白云区
7,林城东路,17,True,,26.651177,乌当区
7,解放路口,17,True,,26.568313,南明区
3,百花山,17,False,,26.601928000000004,云岩区
7,中华路,17,True,,26.590424,云岩区
1,长岭南路,17,True,,26.60461500000001,观山湖区
1,花溪大道,17,True,,26.580099,花溪区
8,百花山,17,True,,26.601928000000004,云岩区
7,上坝路,17,True,,26.516483,花溪区
3,小河,17,True,,26.557721,乌当区
1,春雷路,17,True,,26.613966,云岩区
7,观山湖,18,False,,26.633666,观山湖区
8,东风镇,18,True,,26.646331,乌当区
7,西南商贸城,18,True,,26.607268,乌当区
8,金阳,18,True,,27.702275,
7,林城西路,18,True,,26.650869,观山湖区
7,观山东路,18,True,,26.641027,观山湖区
8,凤凰村,18,True,,26.553611,南明区
7,白云区,18,True,,26.684248,白云区
1,观山湖,18,True,,26.633666,观山湖区
7,白金大道,18,True,,26.756808000000003,白云区
8,文昌路,19,True,,26.591672,云岩区
1,观山东路,19,True,,26.641027,观山湖区
7,三桥,19,True,,26.59005,云岩区
1,甲秀南路,19,True,,26.435054,花溪区
8,大营路,19,True,,26.60490900000001,云岩区
7,大营坡,19,True,,26.609140000000004,乌当区
3,金顶山,20,True,,26.581189,云岩区
7,五里冲,20,True,,26.567986,南明区
8,贵新路,20,True,,26.592936,乌当区
7,黔林山路,20,True,,26.6186,云岩区
1,沙冲路,20,True,,26.555189,南明区
7,望城坡,20,True,,26.551241,南明区
8,大营坡,21,True,,26.609140000000004,乌当区
7,北京西路,21,True,,26.595573,云岩区
1,长江路,21,False,,26.528752,花溪区
3,大营路,21,True,,26.60490900000001,云岩区
8,白云区,21,True,,26.684248,白云区
7,世纪城,21,True,,26.614008,乌当区
8,花溪,22,True,,26.416132,花溪区
7,解放西路,22,True,,26.558919,南明区
7,大营坡,23,True,,26.609140000000004,乌当区
7,新添大道,23,True,,26.621951,乌当区
8,小河,2,True,,26.557721,乌当区
1,花溪大道,4,True,,26.580099,花溪区
1,云环路,5,True,,26.698577,白云区
7,花溪大道,5,True,,26.580099,花溪区
3,革老安置小区,6,True,,26.509418,南明区
8,新华路,7,True,,26.570335,南明区
8,大坝,7,True,,27.2141,花溪区
8,大坝,7,True,,27.2141,花溪区
8,远大生态,7,True,,26.635411,乌当区
8,太慈桥,7,True,,26.56048,南明区
3,乌当,7,True,,26.635329,乌当区
8,次南门,7,True,,26.579131,云岩区
9,水口寺,7,True,,26.660892,乌当区
7,花溪,7,True,,26.416132,花溪区
1,北京西路,7,True,,26.595573,云岩区
7,长岭南路,7,True,,26.60461500000001,观山湖区
3,花溪大道,7,True,,26.580099,花溪区
8,八匹马,7,True,,26.640368,乌当区
7,贵惠大道,7,True,,26.403444,花溪区
7,花溪,8,True,,26.416132,花溪区
7,黄河路,8,True,,26.524842,花溪区
1,乌当,8,True,,26.635329,乌当区
7,贵安大道,8,True,,26.4516,花溪区
1,花溪大道,8,True,,26.580099,花溪区
8,大理石路,8,True,,26.559421,南明区
7,金阳医院,8,True,,26.618795,观山湖区
7,金阳远大,8,True,,26.637532,
7,中坝,8,True,,26.691448,白云区
7,电视机厂,8,True,,26.33,
7,世纪城,8,True,,26.614008,乌当区
8,西二环,8,True,,26.502496,乌当区
1,西二环,8,False,,26.502496,乌当区
8,大营坡,8,True,,26.609140000000004,乌当区
7,黔灵西路,8,True,,26.592637,云岩区
1,观山东路,8,True,,26.641027,观山湖区
1,花二道,8,True,,26.58415,
7,永乐路,8,True,,26.595933,云岩区
9,白云区,8,True,,26.684248,白云区
7,贵惠大道,8,True,,26.403444,花溪区
7,北京西路,8,True,,26.595573,云岩区
1,小河转盘,8,True,,26.529166,南明区
7,涴沙桥,8,True,,26.585919,南明区
3,乌当,8,True,,26.635329,乌当区
7,花溪,8,True,,26.416132,花溪区
1,北京西路,8,True,,26.595573,云岩区
7,野鸭塘,8,True,,26.573047,南明区
8,绿洲湾,9,True,,26.657875,乌当区
7,蓑草路,9,True,,26.567973,南明区
7,乌当,9,True,,26.635329,乌当区
1,北京路,9,True,,26.601904,云岩区
7,山水黔城,9,True,,26.534142,南明区
8,师大,9,True,,26.591711,云岩区
9,乌当,9,True,,26.635329,乌当区
7,北京西路,9,True,,26.595573,云岩区
1,化工路,9,True,,26.611045,云岩区
1,水东路,9,True,,26.639503,乌当区
8,后坝,9,True,,26.578659,云岩区
1,花二道,9,True,,26.58415,
8,枣山路,9,True,,26.588224,云岩区
7,瑞金北路,9,True,,26.588421000000004,云岩区
1,贵惠大道,9,True,,26.403444,花溪区
7,嘉润路,9,True,,26.535168,南明区
1,碧海花园,9,True,,26.633148,观山湖区
1,世纪城,9,True,,26.614008,乌当区
7,艺校立交,9,True,,26.564087,南明区
8,航天大道,9,True,,34.178026,
1,苗圃一号,9,True,,26.552574,南明区
7,黔林山路,9,True,,26.6186,云岩区
7,长岭南路,9,True,,26.60461500000001,观山湖区
8,白云区,10,True,,26.684248,白云区
8,和尚坡,10,False,,26.599511,云岩区
1,林城东路,10,True,,26.651177,乌当区
8,碧海花园,10,True,,26.633148,观山湖区
3,小河区政府,10,False,,26.528194,花溪区
8,乌当,10,True,,26.635329,乌当区
7,乌当,10,True,,26.635329,乌当区
1,海马冲,10,True,,26.590522,云岩区
1,北京西路,10,True,,26.595573,云岩区
7,蟠桃宫,10,True,,26.581566,南明区
7,白云,10,True,,26.684248,白云区
8,枣山路,10,True,,26.588224,云岩区
7,白云南路,10,True,,26.667555,白云区
1,望城坡,11,True,,26.551241,南明区
7,云潭南路,11,True,,26.586205,观山湖区
3,三桥,11,True,,26.59005,云岩区
7,花果园,11,True,,26.571027,南明区
7,五里冲,11,False,,26.567986,南明区
8,沙冲路,11,True,,26.555189,南明区
7,冒沙井,11,True,,26.625706,乌当区
7,都司路,11,True,,26.579352,南明区
8,甘荫唐,11,True,,26.531543,
7,仙鹤路,11,True,,26.597859000000003,云岩区
3,花果园,12,True,,26.571027,南明区
7,东站,12,True,,26.527187,南明区
3,花溪,12,True,,26.416132,花溪区
1,青云路,12,True,,26.571693,南明区
7,贵龙大道,12,False,,26.466869,
7,沙冲路口,12,True,,26.564664,
3,钢材市场,12,True,,26.581414,云岩区
7,开发大道,12,True,,26.437807,花溪区
3,威清路,13,True,,26.590649,云岩区
7,东二环,13,True,,26.561542,南明区
1,艺校,13,True,,26.56405,南明区
7,奶牛场,13,True,,26.654249,乌当区
1,金阳,13,True,,27.702275,
3,二戈寨,13,True,,26.517822,南明区
1,省二医,13,True,,26.612071000000004,云岩区
8,和尚坡,13,True,,26.599511,云岩区
4,陕西路,13,True,,26.590907,云岩区
3,沙冲路,13,True,,26.555189,南明区
1,贵阳一中,13,True,,26.626875,观山湖区
1,八匹马,14,True,,26.640368,乌当区
1,文昌南路,14,True,,26.583749,南明区
1,鬼黄路,14,True,,26.33,
3,田园路,14,True,,26.42293,花溪区
7,龙洞堡大道,14,True,,26.518488,花溪区
1,黔林山路,14,True,,26.6186,云岩区
8,安云路,14,True,,26.599267,云岩区
7,中华南路,15,True,,26.577575,南明区
7,长岭南路,15,True,,26.60461500000001,观山湖区
7,西南环线,15,True,,26.545078000000004,南明区
3,乌当,15,True,,26.635329,乌当区
7,乌当,15,True,,26.635329,乌当区
3,观山湖加油站,15,True,,26.64138,观山湖区
1,宝山北路,15,True,,26.591344,云岩区
1,云潭南路,15,True,,26.586205,观山湖区
1,红岩桥,15,True,,26.580628000000004,南明区
1,北京西路,15,True,,26.595573,云岩区
1,新添大道,16,True,,26.621951,乌当区
4,贵惠路,16,True,,26.573829,南明区
7,大十字,16,True,,26.584229,云岩区
1,北京路,16,True,,26.601904,云岩区
8,钱春路,16,True,,26.33,
7,花果园,16,True,,26.571027,南明区
1,四方河路,16,True,,26.536126,南明区
7,八匹马,16,True,,26.640368,乌当区
7,都司路,16,True,,26.579352,南明区
9,南明区,16,True,,26.574155,南明区
9,转弯塘,16,True,,26.586509000000003,云岩区
7,花果园,16,True,,26.571027,南明区
7,燕子岩大桥,16,True,,26.574783,观山湖区
9,碧海花园,16,True,,26.633148,观山湖区
7,北字街,17,True,,26.33,
7,新添大道,17,True,,26.621951,乌当区
1,贵阳一中,17,True,,26.626875,观山湖区
9,宝山北路,17,True,,26.591344,云岩区
7,二戈寨,17,False,,26.517822,南明区
1,黔灵山路,17,True,,26.6186,云岩区
7,老阳关,17,True,,26.617294,乌当区
7,体育馆,17,True,,26.566597,观山湖区
3,蟠桃宫,17,True,,26.581566,南明区
7,黔林山路,17,True,,26.6186,云岩区
1,摆郎立交,17,True,,26.48927,南明区
1,乌当,17,True,,26.635329,乌当区
7,中坝,17,True,,26.691448,白云区
3,金华镇,17,False,,26.58885,乌当区
7,花二道,17,True,,26.58415,
7,中坝,17,True,,26.691448,白云区
1,花溪,17,True,,26.416132,花溪区
7,中曹司,17,True,,26.502531,花溪区
1,下坝隧道,17,True,,26.540581,南明区
7,火车站,17,True,,26.56283,南明区
7,黄河北路,17,True,,26.529492,花溪区
7,小十字,18,True,,26.584132,云岩区
7,龙洞堡,18,True,,26.549112,南明区
7,太慈桥,18,True,,26.56048,南明区
7,观山东路,18,True,,26.641027,观山湖区
1,花二道,18,True,,26.58415,
9,金西分流,18,True,,26.605236,
7,中华中路,18,True,,26.5837,云岩区
7,沙冲路,18,True,,26.555189,南明区
9,小河,18,True,,26.557721,乌当区
8,世纪城,18,True,,26.614008,乌当区
7,小巢,18,True,,26.33,
7,阳关,18,True,,26.609576,乌当区
1,下坝,18,True,,26.845511,乌当区
1,后坝,18,True,,26.578659,云岩区
7,涴沙桥,18,True,,26.585919,南明区
1,航天路,18,True,,26.641918,乌当区
8,嘉润路,18,True,,26.535168,南明区
8,二铺,18,True,,26.605978000000004,乌当区
1,云环路,18,True,,26.698577,白云区
1,后巢,18,True,,26.521675,南明区
1,圣泉流云花园,18,True,,26.607513,云岩区
1,小河平桥,18,True,,26.516411,南明区
8,花溪,19,True,,26.416132,花溪区
7,野鸭塘,19,True,,26.573047,南明区
1,北京西路,19,True,,26.595573,云岩区
7,小河珠江路,19,True,,26.52705,花溪区
7,沙冲路,20,True,,26.555189,南明区
1,中环路,20,True,,26.68410900000001,白云区
1,新添寨,20,True,,26.637159000000004,乌当区
7,三桥,20,True,,26.59005,云岩区
1,花溪大道,20,True,,26.580099,花溪区
7,小河平桥,20,True,,26.516411,南明区
7,黄河路,21,True,,26.524842,花溪区
7,都司路,21,True,,26.579352,南明区
1,世纪金源,21,True,,26.604968,观山湖区
7,二戈寨,21,True,,26.517822,南明区
8,中山南路,21,True,,26.580552,南明区
8,半山碧苑,21,True,,25.105751,
3,安云路,22,True,,26.599267,云岩区
8,枣山路,22,True,,26.588224,云岩区
8,碧海花园,22,True,,26.633148,观山湖区
7,岩务街,0,True,,26.33,
7,石板物流园,6,False,,26.473253000000003,花溪区
8,白云南路,6,True,,26.667555,白云区
3,百花大道,6,True,,26.587932,观山湖区
8,延安西路,7,True,,26.588587,云岩区
3,贵溪大道,7,True,,28.308442,
8,百花山,7,True,,26.601928000000004,云岩区
7,关水路,7,True,,26.576914,南明区
1,开磷集团,7,True,,26.652825,乌当区
1,太慈桥,7,True,,26.56048,南明区
8,枣山路,7,True,,26.588224,云岩区
7,黔灵公园,7,True,,26.606997,云岩区
7,小河,7,True,,26.557721,乌当区
8,花溪,7,True,,26.416132,花溪区
8,乌当,7,True,,26.635329,乌当区
1,小河转盘,8,True,,26.529166,南明区
3,红街,8,True,,26.64298,观山湖区
3,花溪,8,True,,26.416132,花溪区
1,四方河路,8,True,,26.536126,南明区
8,山水黔城,8,True,,26.534142,南明区
8,乌当,8,True,,26.635329,乌当区
7,西南环线,8,True,,26.545078000000004,南明区
1,小河,8,True,,26.557721,乌当区
7,世纪城,8,True,,26.614008,乌当区
7,小河,8,True,,26.557721,乌当区
1,沙冲路,8,True,,26.555189,南明区
9,二戈寨,8,True,,26.517822,南明区
7,鹏水池,8,True,,26.590145,云岩区
8,次南门,8,True,,26.579131,云岩区
1,北京路,8,True,,26.601904,云岩区
1,兰州路,8,True,,26.611654,观山湖区
7,中天花园,8,True,,26.620183,云岩区
1,小河转盘,8,True,,26.529166,南明区
7,白云区,8,True,,26.684248,白云区
1,云潭路,9,True,,26.639867,观山湖区
7,中坝,9,True,,26.691448,白云区
3,金阳南路,9,True,,26.588091,观山湖区
3,兴关路,9,True,,26.565790000000003,南明区
7,五里冲,9,True,,26.567986,南明区
7,紫林庵,9,True,,26.587918,乌当区
8,金阳新区,9,True,,26.607686,观山湖区
3,观山湖,9,True,,26.633666,观山湖区
7,新发装饰城,9,True,,26.562571,云岩区
3,观山湖红街,9,True,,26.64298,观山湖区
7,黔林山路,9,True,,26.6186,云岩区
7,枣山路,9,True,,26.588224,云岩区
1,北京路,9,True,,26.601904,云岩区
8,花溪大道,9,True,,26.580099,花溪区
7,万东桥,10,True,,26.580785,南明区
8,延安东路,10,True,,26.5924,云岩区
9,花溪,10,True,,26.416132,花溪区
7,黔灵山路,10,True,,26.6186,云岩区
1,花二道,10,True,,26.58415,
1,太慈桥,10,True,,26.56048,南明区
7,白云区,10,True,,26.684248,白云区
1,西二环,10,True,,26.502496,乌当区
1,杨家山隧道,10,True,,26.567652,云岩区
7,西二环,10,True,,26.502496,乌当区
7,白云,10,True,,26.684248,白云区
1,瑞金路,10,True,,26.588421000000004,云岩区
7,白云区,10,True,,26.684248,白云区
7,远大,10,True,,26.635411,乌当区
7,建设南路,11,True,,26.679848,白云区
8,五里冲,11,False,,26.567986,南明区
7,沙河街,11,True,,26.598235,云岩区
1,观山东路,11,True,,26.641027,观山湖区
1,花果园,11,True,,26.571027,南明区
8,中山东路,11,True,,26.583757,云岩区
8,花二道,11,True,,26.58415,
7,五里冲路,11,True,,26.565796,南明区
7,蔡冲路口,11,True,,26.48875300000001,花溪区
3,君临城,12,True,,26.33,
8,东山,12,True,,26.588234000000003,云岩区
1,未来方舟,12,True,,26.596034000000003,云岩区
7,会展城,12,True,,26.655481,乌当区
3,210国道,12,True,,26.758979,白云区
1,北京西路,12,True,,26.595573,云岩区
1,永乐,12,True,,26.603873,乌当区
7,奥新路,12,True,,26.33,
8,贵乌路,12,True,,26.601165,云岩区
7,花二道,12,True,,26.58415,
7,黄河南路,12,True,,26.513886,花溪区
8,小河,13,True,,26.557721,乌当区
1,金阳客站,13,True,,26.600571,乌当区
7,花果园,13,True,,26.571027,南明区
4,云潭南路,13,True,,26.586205,观山湖区
3,王家桥,13,True,,26.590689,云岩区
9,乌当,13,False,,26.635329,乌当区
8,百花山,13,True,,26.601928000000004,云岩区
8,贵阳北站,13,True,,26.62631,观山湖区
1,长岭南路,13,False,,26.60461500000001,观山湖区
1,四方河路,14,True,,26.536126,南明区
8,将军路,14,True,,26.439363,花溪区
7,牛郎关,14,True,,26.466479,花溪区
1,中华南路,14,True,,26.577575,南明区
7,小河转盘,14,True,,26.529166,南明区
1,北京西路,14,True,,26.595573,云岩区
1,白云区,14,True,,26.684248,白云区
1,盐务街,14,True,,26.601479,云岩区
1,荔星名店,14,True,,26.577639,南明区
7,三桥,14,True,,26.59005,云岩区
8,曹关,14,True,,26.699298,白云区
1,金苏大道,14,True,,26.675704,白云区
8,军区,14,True,,26.560434000000004,南明区
1,盐务街,14,True,,26.601479,云岩区
7,大十字,14,True,,26.584229,云岩区
7,黄河路,14,True,,26.524842,花溪区
1,长岭南路,14,True,,26.60461500000001,观山湖区
9,石标路,15,True,,26.651086,观山湖区
1,小河,15,True,,26.557721,乌当区
3,金阳,15,True,,27.702275,
7,贵钢,15,True,,26.560235,南明区
1,北京西路,15,True,,26.595573,云岩区
7,西工厂,15,True,,26.514938,花溪区
3,花果园,15,True,,26.571027,南明区
8,林城东路,15,True,,26.651177,乌当区
8,金朱东路,15,True,,26.654903000000004,观山湖区
8,朱昌镇,15,True,,26.663191,乌当区
3,半边山,15,True,,26.877739,乌当区
5,蜀黔物流,16,True,,26.60967,乌当区
8,水东路,16,True,,26.639503,乌当区
8,二铺,16,True,,26.605978000000004,乌当区
3,老东门,16,True,,36.680796,
7,花溪大道,16,True,,26.580099,花溪区
7,长江路,16,True,,26.528752,花溪区
7,瑞金北路,16,True,,26.588421000000004,云岩区
1,云潭南路,16,True,,26.586205,观山湖区
1,南明桥上,16,True,,26.558547,
7,金马街,16,True,,26.587279,乌当区
7,湘雅村,16,True,,26.566774,南明区
7,大营坡,16,True,,26.609140000000004,乌当区
1,小河黄河路,17,True,,26.524842,花溪区
6,乌当,17,True,,26.635329,乌当区
7,嘉润路,17,True,,26.535168,南明区
8,鸿通城,17,True,,26.564933,南明区
7,大营坡,17,True,,26.609140000000004,乌当区
7,长岭南路,17,False,,26.60461500000001,观山湖区
7,大关,17,True,,26.648563,乌当区
7,龙泉路,17,True,,27.249154,云岩区
1,中华南路,17,False,,26.577575,南明区
1,小关,17,True,,26.616763,云岩区
7,北京西路,17,True,,26.595573,云岩区
1,小河,17,True,,26.557721,乌当区
9,孟关,17,True,,26.409194,花溪区
1,小河,17,True,,26.557721,乌当区
9,长江路,17,True,,26.528752,花溪区
1,小关,18,True,,26.616763,云岩区
1,金阳北路,18,True,,26.665431,观山湖区
1,中华南路,18,True,,26.577575,南明区
1,黔林山路,18,True,,26.6186,云岩区
7,贵惠路,18,True,,26.573829,南明区
1,乌当,18,True,,26.635329,乌当区
1,龙泉巷,18,False,,26.59112600000001,云岩区
7,花溪大道,18,True,,26.580099,花溪区
7,甘荫塘,19,True,,26.531456,南明区
7,中曹司,19,True,,26.502531,花溪区
8,省政协,19,True,,26.602605,云岩区
7,水口寺,19,True,,26.660892,乌当区
9,西南商贸城,20,False,,26.607268,乌当区
9,国际商贸,20,True,,26.622094,南明区
7,二戈寨,20,True,,26.517822,南明区
3,贵惠路,20,True,,26.573829,南明区
1,二桥,20,True,,26.586125,云岩区
3,延安西路,20,True,,26.588587,云岩区
7,东二环,20,False,,26.561542,南明区
8,机场,21,True,,26.549112,南明区
9,小河,21,True,,26.557721,乌当区
5,西南商贸城,21,True,,26.607268,乌当区
9,友谊路,21,True,,26.598188,云岩区
1,沙冲中路,21,True,,26.555325,南明区
1,黔林西路,22,True,,26.33,
1,新添寨,22,True,,26.637159000000004,乌当区
8,大营坡,22,True,,26.609140000000004,乌当区
8,火车站,22,True,,26.56283,南明区
7,花溪大道,23,True,,26.580099,花溪区
7,碧桂园,0,False,,26.398928,花溪区
8,沙冲路,3,True,,26.555189,南明区
7,花溪吉林,3,False,,26.43533,花溪区
7,太慈桥,4,True,,26.56048,南明区
1,白云北路,5,True,,26.691815,白云区
7,阳光大道,5,False,,27.092681,乌当区
7,水东路,5,True,,26.639503,乌当区
7,轮胎厂,7,True,,26.583842,乌当区
3,贵安新区,7,True,,26.410875,花溪区
7,花溪,7,True,,26.416132,花溪区
7,百花路口,7,True,,26.570928,
1,花香村,7,True,,26.580847,云岩区
7,太慈桥,7,True,,26.56048,南明区
8,金苏大道,7,True,,26.675704,白云区
1,新世界,7,True,,26.664574,观山湖区
3,白云区,8,True,,26.684248,白云区
8,青云路,8,True,,26.571693,南明区
8,观山湖,8,True,,26.633666,观山湖区
7,中华路,8,True,,26.590424,云岩区
7,东山,8,True,,26.588234000000003,云岩区
1,北京西路,8,True,,26.595573,云岩区
3,碧海乾图,8,True,,26.629869,观山湖区
7,宝山北路,8,True,,26.591344,云岩区
1,金朱东路,8,True,,26.654903000000004,观山湖区
8,乌当,8,True,,26.635329,乌当区
1,松山路,8,True,,26.586979,云岩区
7,贵惠大道,8,True,,26.403444,花溪区
1,乌当,8,True,,26.635329,乌当区
7,新世界,8,True,,26.664574,观山湖区
7,云岩区,8,True,,26.610671000000004,云岩区
5,中华北路,8,True,,26.590424,云岩区
7,大理石路,8,True,,26.559421,南明区
1,扁井,8,True,,26.610914,云岩区
1,阳光水乡,8,True,,26.435521,花溪区
7,黄河南路,8,True,,26.513886,花溪区
7,贵开路,9,True,,26.6033,云岩区
1,东二环,9,False,,26.561542,南明区
8,金朱东路,9,True,,26.654903000000004,观山湖区
1,狮峰路口,9,True,,26.576965,云岩区
1,杨家山隧道,9,True,,26.567652,云岩区
3,金麦社区,9,True,,26.656753,观山湖区
7,水口寺,9,False,,26.660892,乌当区
7,轮胎厂,9,True,,26.583842,乌当区
7,长岭南路,9,True,,26.60461500000001,观山湖区
1,西南环线,9,True,,26.545078000000004,南明区
3,金阳北路,10,True,,26.665431,观山湖区
1,杨家山隧道,10,True,,26.567652,云岩区
7,金燕路,10,True,,26.588012,观山湖区
7,五里冲,10,True,,26.567986,南明区
3,水电九局,10,False,,26.81273400000001,乌当区
3,沃尔玛,10,False,,26.651743,乌当区
7,乌当,10,True,,26.635329,乌当区
7,大营坡,10,True,,26.609140000000004,乌当区
7,贵惠大道,10,True,,26.403444,花溪区
9,金关,10,True,,26.587,乌当区
1,碧海花园,10,True,,26.633148,观山湖区
1,三桥,10,True,,26.59005,云岩区
8,政务大厅,10,True,,26.606675,乌当区
7,山水黔城,10,True,,26.534142,南明区
1,三桥,10,True,,26.59005,云岩区
8,金阳,10,True,,27.702275,
7,北京西路,10,True,,26.595573,云岩区
7,太慈桥,10,True,,26.56048,南明区
7,中山西路,10,True,,26.583359,云岩区
7,太慈桥,10,True,,26.56048,南明区
8,小河兴隆花园,11,True,,26.519462,花溪区
8,白云区,11,True,,26.684248,白云区
1,市府路,11,True,,26.581671000000004,南明区
7,红岩路,11,True,,26.580423,南明区
1,二铺,11,True,,26.605978000000004,乌当区
7,解放路,11,False,,26.56832600000001,南明区
7,兴筑路,11,True,,26.627761,观山湖区
7,沙冲路,11,False,,26.555189,南明区
9,八匹马,11,True,,26.640368,乌当区
7,八大队,11,False,,26.657967,云岩区
1,花果园,11,True,,26.571027,南明区
7,金阳,11,True,,27.702275,
3,省驾校,12,True,,26.612062,乌当区
1,中铁逸都,12,True,,26.615605,观山湖区
1,花果园,12,True,,26.571027,南明区
1,金竹镇,12,True,,26.498397,花溪区
7,新添寨,12,True,,26.637159000000004,乌当区
1,金竹镇,12,True,,26.498397,花溪区
1,大西门,12,True,,26.58311500000001,南明区
7,金阳南路,12,True,,26.588091,观山湖区
8,金竹镇,12,True,,26.498397,花溪区
7,辽河路,12,True,,26.499851,花溪区
1,五里冲,12,True,,26.567986,南明区
1,开发大道,13,True,,26.437807,花溪区
7,花溪平桥,13,True,,26.437344,花溪区
3,奥体中心,13,True,,26.623078000000003,观山湖区
8,金关,13,True,,26.587,乌当区
8,箭道街,13,True,,26.57306,南明区
1,三桥,13,True,,26.59005,云岩区
7,百花大道,13,True,,26.587932,观山湖区
1,化工路,13,False,,26.611045,云岩区
7,湖南路,13,True,,26.639502,乌当区
7,北京西路,14,True,,26.595573,云岩区
7,太慈桥,14,True,,26.56048,南明区
8,金阳大道,14,True,,26.596222,乌当区
1,花果园,14,True,,26.571027,南明区
7,东二环,14,True,,26.561542,南明区
1,文昌北路,14,True,,26.591672,云岩区
3,西南商贸城,14,True,,26.607268,乌当区
1,白云区,14,True,,26.684248,白云区
1,长岭南路,14,True,,26.60461500000001,观山湖区
9,北京西路,14,False,,26.595573,云岩区
9,北京路,14,True,,26.601904,云岩区
1,黔林山路,14,True,,26.6186,云岩区
7,金清路,14,True,,26.585137,
1,客车站,15,True,,27.174975,乌当区
7,花果园,15,True,,26.571027,南明区
7,飞机厂,15,True,,26.33,
1,黔林山路,15,True,,26.6186,云岩区
8,罗汉营,15,True,,26.586893,云岩区
7,开发大道,15,True,,26.437807,花溪区
7,飞山街,15,True,,26.585835,云岩区
7,化工路,15,True,,26.611045,云岩区
7,世纪城,15,True,,26.614008,乌当区
7,观山湖区,15,False,,26.606372,观山湖区
7,云潭南路,15,True,,26.586205,观山湖区
7,乌当,15,True,,26.635329,乌当区
1,陕西路,15,True,,26.590907,云岩区
7,都司路,15,True,,26.579352,南明区
7,大营坡,15,True,,26.609140000000004,乌当区
1,开发大道,15,False,,26.437807,花溪区
7,观山西路,16,True,,26.64072100000001,观山湖区
5,盐务街,16,True,,26.601479,云岩区
1,白云中路,16,True,,26.686084,白云区
1,小河转盘,16,True,,26.529166,南明区
8,次南门,16,True,,26.579131,云岩区
7,凤凰山,16,True,,26.61913,乌当区
8,八鸽岩路,16,True,,26.606511,云岩区
7,花果园,16,True,,26.571027,南明区
7,花溪,16,True,,26.416132,花溪区
3,二戈寨,16,True,,26.517822,南明区
7,解放西路,16,True,,26.558919,南明区
1,北二环,16,True,,26.623418,乌当区
1,北京西路,16,True,,26.595573,云岩区
1,杨家山隧道,16,True,,26.567652,云岩区
7,野鸭塘,16,False,,26.573047,南明区
7,陈亮,17,True,,26.438995,花溪区
10,二手车市场,17,True,,26.672625,白云区
3,花果园,17,True,,26.571027,南明区
8,公安局,17,True,,26.88653900000001,云岩区
8,五里冲,17,False,,26.567986,南明区
7,白云区,17,True,,26.684248,白云区
1,大营坡,17,True,,26.609140000000004,乌当区
1,金阳南路,17,False,,26.588091,观山湖区
1,观山东路,17,False,,26.641027,观山湖区
1,市南路,17,True,,26.56601400000001,南明区
1,花孟大道,18,True,,26.44214,花溪区
8,长江路,18,True,,26.528752,花溪区
7,金阳,18,True,,27.702275,
8,西二环,18,False,,26.502496,乌当区
7,贵惠大道,18,True,,26.403444,花溪区
6,金珠路,18,True,,26.659119,乌当区
3,白云区,18,True,,26.684248,白云区
7,花溪大道,18,True,,26.580099,花溪区
1,杨家山,18,True,,26.416631,花溪区
8,花果园,19,True,,26.571027,南明区
1,八角岩路,19,True,,26.598659,云岩区
7,兴筑路,19,True,,26.627761,观山湖区
1,五里冲,20,True,,26.567986,南明区
3,蛮破,20,True,,26.33,
7,野鸭塘,20,True,,26.573047,南明区
7,国际城,21,True,,26.552048,南明区
1,黔林山路,21,True,,26.6186,云岩区
7,富源中路,21,True,,26.549768,南明区
6,延安东路,21,True,,26.5924,云岩区
3,大营坡,22,True,,26.609140000000004,乌当区
7,贵惠大道,22,True,,26.403444,花溪区
7,金阳,0,True,,27.702275,
1,贵惠大道,0,True,,26.403444,花溪区
3,威清路,3,True,,26.590649,云岩区
7,317厂,5,True,,26.33,
3,顺达,5,True,,26.687246,花溪区
3,体育馆,6,True,,26.566597,观山湖区
7,新添寨,7,True,,26.637159000000004,乌当区
7,花果园,7,True,,26.571027,南明区
7,观山湖区,7,True,,26.606372,观山湖区
7,市北路,7,False,,26.602872,云岩区
8,北京西路,7,True,,26.595573,云岩区
1,世纪城,7,False,,26.614008,乌当区
1,白云区,8,True,,26.684248,白云区
9,北京西路,8,True,,26.595573,云岩区
