,ID,lngs,lat,district,driverfault
16321,16321,106.511067,26.775162,乌当区,7
16322,16322,106.630802,26.624514,观山湖区,3
16323,16323,106.651222,26.587,乌当区,1
16324,16324,106.595992,26.660892,乌当区,3
16325,16325,106.672258,26.502496,乌当区,7
16326,16326,106.73955,26.601928000000004,云岩区,1
16327,16327,106.590077,26.607268,乌当区,7
16328,16328,106.753095,26.601831,云岩区,1
16329,16329,106.753325,26.602012,云岩区,1
16330,16330,106.74808,26.55759500000001,南明区,3
16331,16331,106.67678,26.416132,花溪区,9
16332,16332,106.637134,26.687612,,7
16333,16333,106.787322,26.652748,乌当区,7
16334,16334,106.750573,26.409194,花溪区,7
16335,16335,106.750573,26.409194,花溪区,9
16336,16336,106.72845,26.591344,云岩区,7
16337,16337,106.62,26.33,,7
16338,16338,106.655939,26.60461500000001,观山湖区,1
16339,16339,106.720832,26.613966,云岩区,7
16340,16340,106.656791,26.665068,观山湖区,1
16341,16341,106.671077,26.648563,乌当区,7
16342,16342,106.695059,26.593356,云岩区,7
16343,16343,106.695326,26.339051,花溪区,1
16344,16344,106.655939,26.60461500000001,观山湖区,8
16345,16345,106.638674,26.603528000000004,乌当区,7
16346,16346,106.664654,26.6186,云岩区,7
16347,16347,106.733423,26.56832600000001,南明区,3
16348,16348,106.707883,26.524842,花溪区,7
16349,16349,106.664654,26.6186,云岩区,7
16350,16350,106.744294,26.551548,南明区,9
16351,16351,108.978152,34.178026,,1
16352,16352,106.64926,26.609929,观山湖区,1
16353,16353,106.665836,26.667555,白云区,9
16354,16354,106.667747,26.670022,白云区,9
16355,16355,106.638316,26.68709500000001,白云区,7
16356,16356,106.729232,26.609007,云岩区,8
16357,16357,106.708615,26.551484,南明区,1
16358,16358,106.701099,26.580552,南明区,7
16359,16359,106.716949,26.564664,,9
16360,16360,106.672258,26.502496,乌当区,1
16361,16361,106.650913,26.557721,乌当区,7
16362,16362,106.707138,26.531281,花溪区,7
16363,16363,106.724805,26.601904,云岩区,9
16364,16364,106.797792,26.641614,乌当区,7
16365,16365,106.672258,26.502496,乌当区,1
16366,16366,106.746004,26.566357,南明区,1
16367,16367,106.736648,26.403444,花溪区,8
16368,16368,106.746004,26.566357,南明区,7
16369,16369,106.643089,26.614008,乌当区,7
16370,16370,106.629249,26.606372,观山湖区,7
16371,16371,108.978152,34.178026,,1
16372,16372,106.725337,26.570578,南明区,1
16373,16373,106.628895,26.699844,白云区,7
16374,16374,106.74144,26.565888,南明区,7
16375,16375,106.708615,26.551484,南明区,8
16376,16376,106.709842,26.56283,南明区,7
16377,16377,106.707883,26.524842,花溪区,7
16378,16378,106.68546299999998,26.595573,云岩区,7
16379,16379,106.685888,26.631256,观山湖区,7
16380,16380,106.740997,26.621951,乌当区,1
16381,16381,106.683257,26.434173,花溪区,1
16382,16382,106.667747,26.670022,白云区,7
16383,16383,106.708359,26.592018,云岩区,9
16384,16384,106.708359,26.592018,云岩区,9
16385,16385,106.717863,26.565289,南明区,3
16386,16386,106.650913,26.557721,乌当区,3
16387,16387,106.711644,26.580099,花溪区,1
16388,16388,106.807162,26.549112,南明区,9
16389,16389,106.682134,26.62631,观山湖区,2
16390,16390,106.714791,26.602872,云岩区,7
16391,16391,106.631244,26.688105,白云区,1
16392,16392,106.656791,26.665068,观山湖区,8
16393,16393,106.68546299999998,26.595573,云岩区,1
16394,16394,106.738312,26.594458000000003,云岩区,3
16395,16395,106.664654,26.6186,云岩区,9
16396,16396,106.649056,26.588091,观山湖区,1
16397,16397,106.674092,26.58415,,7
16398,16398,106.719166,26.5837,云岩区,1
16399,16399,106.706571,26.571693,南明区,8
16400,16400,106.704123,26.516411,南明区,7
16401,16401,106.684122,26.567986,南明区,7
16402,16402,106.675358,26.654903000000004,观山湖区,1
16403,16403,106.6953,26.56048,南明区,7
16404,16404,106.646683,26.680871000000003,白云区,8
16405,16405,106.640894,26.687699,白云区,7
16406,16406,106.62,26.33,,7
16407,16407,106.721101,26.577575,南明区,7
16408,16408,106.61746,26.675381,白云区,7
16409,16409,106.654258,26.641027,观山湖区,7
16410,16410,106.466586,26.549919,南明区,9
16411,16411,106.62695,26.636693,乌当区,7
16412,16412,106.736727,26.594958,云岩区,3
16413,16413,106.67202,26.756808000000003,白云区,7
16414,16414,106.720686,26.58629,云岩区,7
16415,16415,106.617742,26.473015000000004,花溪区,7
16416,16416,106.62,26.33,,1
16417,16417,106.750573,26.409194,花溪区,8
16418,16418,106.711644,26.580099,花溪区,7
16419,16419,106.71613899999998,26.528752,花溪区,1
16420,16420,106.841656,26.770497,乌当区,8
16421,16421,106.740054,26.517822,南明区,7
16422,16422,106.740054,26.517822,南明区,1
16423,16423,106.639841,26.596222,乌当区,7
16424,16424,106.6953,26.56048,南明区,7
16425,16425,106.719419,26.590424,云岩区,1
16426,16426,106.639841,26.596222,乌当区,7
16427,16427,106.718927,26.590145,云岩区,7
16428,16428,106.655939,26.60461500000001,观山湖区,8
16429,16429,106.672258,26.502496,乌当区,1
16430,16430,106.774457,26.634847,乌当区,3
16431,16431,106.707786,26.555189,南明区,7
16432,16432,106.700696,26.571027,南明区,7
16433,16433,106.753095,26.601831,云岩区,7
16434,16434,106.700696,26.571027,南明区,1
16435,16435,106.725337,26.570578,南明区,7
16436,16436,106.718652,26.579352,南明区,7
16437,16437,106.630856,26.640368,乌当区,7
16438,16438,106.74293,26.549768,南明区,1
16439,16439,106.640544,26.481222,花溪区,7
16440,16440,106.718927,26.590145,云岩区,8
16441,16441,106.708936,26.529166,南明区,8
16442,16442,106.706801,26.603205,云岩区,1
16443,16443,106.627437,26.637156,观山湖区,7
16444,16444,106.73955,26.601928000000004,云岩区,7
16445,16445,106.718317,26.592637,云岩区,7
16446,16446,106.72845,26.591344,云岩区,8
16447,16447,106.725001,26.6033,云岩区,1
16448,16448,106.68546299999998,26.595573,云岩区,1
16449,16449,106.586442,26.603323,乌当区,3
16450,16450,106.651025,26.617567,观山湖区,7
16451,16451,106.800372,26.503944,花溪区,7
16452,16452,106.696649,26.566774,南明区,1
16453,16453,106.578922,26.4516,花溪区,1
16454,16454,106.682134,26.62631,观山湖区,7
16455,16455,106.739194,26.569151,南明区,3
16456,16456,106.740054,26.517822,南明区,7
16457,16457,106.62,26.33,,1
16458,16458,106.656791,26.665068,观山湖区,7
16459,16459,106.658828,26.655481,乌当区,7
16460,16460,106.630856,26.640368,乌当区,1
16461,16461,106.674466,26.59005,云岩区,3
16462,16462,106.740997,26.621951,乌当区,7
16463,16463,106.664279,26.617294,乌当区,7
16464,16464,106.665836,26.667555,白云区,1
16465,16465,106.6953,26.56048,南明区,8
16466,16466,106.720826,26.560434000000004,南明区,7
16467,16467,106.664279,26.617294,乌当区,3
16468,16468,106.62,26.33,,9
16469,16469,106.724805,26.601904,云岩区,7
16470,16470,106.682134,26.62631,观山湖区,9
16471,16471,106.718652,26.579352,南明区,3
16472,16472,106.746004,26.566357,南明区,7
16473,16473,106.721101,26.577575,南明区,9
16474,16474,106.700566,26.536294,南明区,1
16475,16475,106.603543,26.390184,花溪区,7
16476,16476,106.755208,26.628796,乌当区,3
16477,16477,106.720551,26.577417,南明区,1
16478,16478,106.700343,26.606997,云岩区,8
16479,16479,106.651222,26.587,乌当区,9
16480,16480,106.672258,26.502496,乌当区,7
16481,16481,106.706345,26.507292,花溪区,1
16482,16482,106.696649,26.566774,南明区,7
16483,16483,106.663373,26.572929,,7
16484,16484,106.766341,26.606118,云岩区,3
16485,16485,106.707426,26.523896,花溪区,3
16486,16486,106.766341,26.606118,云岩区,8
16487,16487,106.719066,26.551241,南明区,7
16488,16488,106.705006,26.588224,云岩区,8
16489,16489,106.739094,26.565063,,1
16490,16490,106.728443,26.513906,花溪区,8
16491,16491,106.802105,26.545078000000004,南明区,3
16492,16492,106.707786,26.555189,南明区,1
16493,16493,106.643089,26.614008,乌当区,3
16494,16494,106.630331,26.659542,观山湖区,7
16495,16495,106.719166,26.5837,云岩区,9
16496,16496,106.720551,26.577417,南明区,8
16497,16497,106.643089,26.614008,乌当区,7
16498,16498,106.70699,26.599519,云岩区,9
16499,16499,106.677172,26.586275,云岩区,7
16500,16500,106.590077,26.607268,乌当区,7
16501,16501,106.675358,26.654903000000004,观山湖区,7
16502,16502,106.721101,26.577575,南明区,1
16503,16503,106.725913,26.602155,云岩区,8
16504,16504,106.728118,26.623524,云岩区,7
16505,16505,106.675328,26.607513,云岩区,7
16506,16506,106.700696,26.571027,南明区,1
16507,16507,106.67678,26.416132,花溪区,7
16508,16508,106.650913,26.557721,乌当区,3
16509,16509,106.649056,26.588091,观山湖区,3
16510,16510,106.75888799999998,26.596034000000003,云岩区,8
16511,16511,106.74808,26.55759500000001,南明区,3
16512,16512,106.74293,26.549768,南明区,3
16513,16513,106.761917,26.580283,云岩区,8
16514,16514,106.750573,26.409194,花溪区,7
16515,16515,106.750573,26.409194,花溪区,1
16516,16516,106.720551,26.577417,南明区,7
16517,16517,106.726237,26.570335,南明区,7
16518,16518,106.74808,26.55759500000001,南明区,1
16519,16519,106.671077,26.648563,乌当区,1
16520,16520,106.643089,26.614008,乌当区,7
16521,16521,106.73955,26.601928000000004,云岩区,1
16522,16522,106.709842,26.56283,南明区,8
16523,16523,106.62,26.33,,7
16524,16524,106.641964,26.682083,云岩区,7
16525,16525,106.706748,26.595582,云岩区,3
16526,16526,106.675933,26.567652,云岩区,7
16527,16527,106.672258,26.502496,乌当区,1
16528,16528,106.68546299999998,26.595573,云岩区,1
16529,16529,106.677172,26.586275,云岩区,1
16530,16530,106.675358,26.654903000000004,观山湖区,7
16531,16531,106.733423,26.56832600000001,南明区,8
16532,16532,106.663792,26.609576,乌当区,7
16533,16533,106.697277,26.589524,云岩区,7
16534,16534,106.68546299999998,26.595573,云岩区,7
16535,16535,106.714791,26.602872,云岩区,7
16536,16536,106.72926499999998,26.609140000000004,乌当区,8
16537,16537,106.720551,26.577417,南明区,1
16538,16538,106.684122,26.567986,南明区,7
16539,16539,106.75843,26.601522,乌当区,3
16540,16540,106.674466,26.59005,云岩区,1
16541,16541,106.62,26.33,,7
16542,16542,106.658828,26.655481,乌当区,1
16543,16543,106.732368,26.620183,云岩区,1
16544,16544,106.633133,26.605248,乌当区,7
16545,16545,106.643089,26.614008,乌当区,8
16546,16546,106.626437,26.698577,白云区,1
16547,16547,106.746004,26.566357,南明区,8
16548,16548,106.69541,26.536126,南明区,3
16549,16549,106.711194,26.562942,南明区,1
16550,16550,106.720551,26.577417,南明区,7
16551,16551,106.648046,26.594386,乌当区,8
16552,16552,106.650913,26.557721,乌当区,1
16553,16553,106.720972,26.598188,云岩区,5
16554,16554,106.654258,26.641027,观山湖区,1
16555,16555,106.678282,26.414995,花溪区,7
16556,16556,106.573367,26.577969,观山湖区,7
16557,16557,106.67202,26.756808000000003,白云区,1
16558,16558,106.703724,26.590649,云岩区,8
16559,16559,106.671077,26.648563,乌当区,3
16560,16560,106.670163,26.602657,乌当区,8
16561,16561,106.692642,26.546782,南明区,7
16562,16562,106.721101,26.577575,南明区,1
16563,16563,106.6953,26.56048,南明区,1
16564,16564,106.75789,26.60403,云岩区,8
16565,16565,106.713229,26.58311500000001,南明区,7
16566,16566,106.685018,26.586125,云岩区,1
16567,16567,106.631244,26.688105,白云区,1
16568,16568,106.72845,26.591344,云岩区,7
16569,16569,106.677392,26.691448,白云区,1
16570,16570,106.724843,26.559552000000004,南明区,7
16571,16571,106.710932,26.44214,花溪区,1
16572,16572,106.736557,26.535168,南明区,1
16573,16573,106.630856,26.640368,乌当区,7
16574,16574,106.748315,26.623418,乌当区,1
16575,16575,106.72525,26.580785,南明区,7
16576,16576,106.721055,26.598235,云岩区,9
16577,16577,106.721055,26.598235,云岩区,7
16578,16578,106.646683,26.680871000000003,白云区,1
16579,16579,106.771383,26.573047,南明区,7
16580,16580,106.674466,26.59005,云岩区,3
16581,16581,106.630221,26.633148,观山湖区,7
16582,16582,106.706345,26.507292,花溪区,3
16583,16583,106.700696,26.571027,南明区,8
16584,16584,106.63877,26.602209,观山湖区,8
16585,16585,106.613092,26.605978000000004,乌当区,1
16586,16586,106.626437,26.698577,白云区,1
16587,16587,106.667747,26.670022,白云区,7
16588,16588,106.667747,26.670022,白云区,9
16589,16589,106.675933,26.567652,云岩区,1
16590,16590,106.721522,26.566157,花溪区,1
16591,16591,106.75888799999998,26.596034000000003,云岩区,1
16592,16592,106.72926499999998,26.609140000000004,乌当区,7
16593,16593,106.720628,26.574155,南明区,7
16594,16594,106.669818,26.587932,观山湖区,3
16595,16595,106.744214,26.482289,南明区,7
16596,16596,106.614318,26.702024,白云区,1
16597,16597,106.701012,26.736883,白云区,1
16598,16598,106.672258,26.502496,乌当区,7
16599,16599,106.746004,26.566357,南明区,1
16600,16600,106.67678,26.416132,花溪区,3
16601,16601,106.650913,26.557721,乌当区,1
16602,16602,106.650913,26.557721,乌当区,7
16603,16603,106.72774,26.576914,南明区,7
16604,16604,106.650913,26.557721,乌当区,3
16605,16605,106.722971,26.577403000000004,南明区,7
16606,16606,106.696649,26.566774,南明区,7
16607,16607,106.674466,26.59005,云岩区,1
16608,16608,106.660837,26.598561,云岩区,8
16609,16609,106.704413,26.587147,云岩区,1
16610,16610,106.729229,26.58372,云岩区,7
16611,16611,106.783176,26.527187,南明区,1
16612,16612,106.740997,26.621951,乌当区,1
16613,16613,106.695059,26.593356,云岩区,1
16614,16614,106.720118,26.578703000000004,南明区,7
16615,16615,106.626387,26.64298,观山湖区,3
16616,16616,106.802105,26.545078000000004,南明区,9
16617,16617,106.729229,26.58372,云岩区,1
16618,16618,106.711644,26.580099,花溪区,1
16619,16619,106.740054,26.517822,南明区,8
16620,16620,106.692642,26.546782,南明区,1
16621,16621,106.484549,26.566514,花溪区,4
16622,16622,106.712339,26.582895,云岩区,7
16623,16623,106.670698,26.437344,花溪区,7
16624,16624,106.700696,26.571027,南明区,7
16625,16625,106.715229,26.526373,花溪区,1
16626,16626,106.720628,26.574155,南明区,7
16627,16627,106.71773799999998,26.526838,花溪区,7
16628,16628,106.802105,26.545078000000004,南明区,7
16629,16629,106.711644,26.580099,花溪区,8
16630,16630,106.67678,26.416132,花溪区,7
16631,16631,106.721016,26.572363,南明区,1
16632,16632,106.711644,26.580099,花溪区,7
16633,16633,106.658828,26.655481,乌当区,7
16634,16634,106.713229,26.58311500000001,南明区,7
16635,16635,106.700696,26.571027,南明区,1
16636,16636,106.699095,26.558836,南明区,8
16637,16637,106.672258,26.502496,乌当区,1
16638,16638,106.679274,26.450562,花溪区,7
16639,16639,106.720082,26.593887,云岩区,1
16640,16640,106.590077,26.607268,乌当区,7
16641,16641,106.720551,26.577417,南明区,7
16642,16642,106.700696,26.571027,南明区,1
16643,16643,106.650913,26.557721,乌当区,7
16644,16644,106.665836,26.667555,白云区,7
16645,16645,106.69541,26.536126,南明区,1
16646,16646,106.736648,26.403444,花溪区,1
16647,16647,106.613092,26.605978000000004,乌当区,7
16648,16648,106.669818,26.587932,观山湖区,8
16649,16649,106.708936,26.529166,南明区,7
16650,16650,106.590077,26.607268,乌当区,8
16651,16651,106.710692,26.555325,南明区,7
16652,16652,106.72926499999998,26.609140000000004,乌当区,7
16653,16653,106.736557,26.535168,南明区,7
16654,16654,106.68546299999998,26.595573,云岩区,7
16655,16655,106.677392,26.691448,白云区,3
16656,16656,106.655939,26.60461500000001,观山湖区,7
16657,16657,106.714791,26.602872,云岩区,7
16658,16658,106.63069,26.674162,白云区,1
16659,16659,106.62,26.33,,7
16660,16660,106.679274,26.450562,花溪区,7
16661,16661,106.67678,26.416132,花溪区,1
16662,16662,106.67678,26.416132,花溪区,7
16663,16663,106.62,26.33,,8
16664,16664,106.593607,26.614735,乌当区,7
16665,16665,106.614474,26.67592800000001,白云区,8
16666,16666,106.74293,26.549768,南明区,7
16667,16667,106.700696,26.571027,南明区,7
16668,16668,106.650913,26.557721,乌当区,7
16669,16669,106.721016,26.572363,南明区,7
16670,16670,106.628781,26.623498,观山湖区,7
16671,16671,106.626437,26.698577,白云区,7
16672,16672,106.66404,26.574096,云岩区,7
16673,16673,106.709034,26.585077,云岩区,1
16674,16674,106.664654,26.6186,云岩区,7
16675,16675,106.688245,26.382642,花溪区,7
16676,16676,106.659356,26.675704,白云区,7
16677,16677,106.672379,26.594536,乌当区,1
16678,16678,106.718927,26.590145,云岩区,7
16679,16679,106.653647,26.629969,云岩区,1
16680,16680,106.705092,26.506415000000004,花溪区,9
16681,16681,106.636576,26.653226,,9
16682,16682,106.71133600000002,26.598681,云岩区,8
16683,16683,106.719419,26.590424,云岩区,7
16684,16684,106.65263600000002,26.583842,乌当区,8
16685,16685,106.783176,26.527187,南明区,8
16686,16686,106.628719,26.659363,观山湖区,7
16687,16687,106.620127,26.581464,观山湖区,8
16688,16688,106.685018,26.586125,云岩区,7
16689,16689,103.255582,27.702275,,1
16690,16690,106.704825,26.577129,南明区,7
16691,16691,106.630856,26.640368,乌当区,1
16692,16692,106.593607,26.614735,乌当区,8
16693,16693,106.62,26.33,,1
16694,16694,106.72981,26.587697,云岩区,3
16695,16695,106.72926499999998,26.609140000000004,乌当区,8
16696,16696,106.65263600000002,26.583842,乌当区,8
16697,16697,106.655939,26.60461500000001,观山湖区,10
16698,16698,106.643089,26.614008,乌当区,3
16699,16699,106.736851,26.581566,南明区,7
16700,16700,106.63329,26.626875,观山湖区,1
16701,16701,106.64574,26.681643,白云区,1
16702,16702,106.704824,26.581489,云岩区,1
16703,16703,106.625746,26.664574,观山湖区,7
16704,16704,106.720686,26.58629,云岩区,7
16705,16705,106.707624,26.557378000000003,,7
16706,16706,106.627356,26.650869,观山湖区,7
16707,16707,106.663792,26.609576,乌当区,7
16708,16708,106.643089,26.614008,乌当区,7
16709,16709,106.841656,26.770497,乌当区,3
16710,16710,106.720832,26.613966,云岩区,7
16711,16711,106.733423,26.56832600000001,南明区,8
16712,16712,106.675358,26.654903000000004,观山湖区,9
16713,16713,106.733423,26.56832600000001,南明区,7
16714,16714,106.728229,26.604205,云岩区,8
16715,16715,106.654258,26.641027,观山湖区,1
16716,16716,106.72926499999998,26.609140000000004,乌当区,1
16717,16717,106.72845,26.591344,云岩区,7
16718,16718,106.717851,26.565790000000003,南明区,7
16719,16719,106.717536,26.52705,花溪区,7
16720,16720,106.747988,26.561542,南明区,3
16721,16721,106.698099,26.588309,云岩区,7
16722,16722,106.706202,26.49134500000001,花溪区,1
16723,16723,106.733423,26.56832600000001,南明区,7
16724,16724,106.717863,26.565289,南明区,7
16725,16725,106.653647,26.629969,云岩区,7
16726,16726,106.652317,26.64856,乌当区,8
16727,16727,106.700696,26.571027,南明区,7
16728,16728,106.664654,26.6186,云岩区,7
16729,16729,106.663792,26.609576,乌当区,3
16730,16730,106.774457,26.634847,乌当区,1
16731,16731,106.775359,26.636286,乌当区,8
16732,16732,106.747988,26.561542,南明区,1
16733,16733,106.71532,26.564933,南明区,8
16734,16734,106.674092,26.58415,,7
16735,16735,106.674747,26.587043,云岩区,3
16736,16736,106.593607,26.614735,乌当区,7
16737,16737,106.63058,26.64072100000001,观山湖区,1
16738,16738,106.663792,26.609576,乌当区,1
16739,16739,106.775821,26.637159000000004,乌当区,7
16740,16740,106.63329,26.626875,观山湖区,7
16741,16741,106.674466,26.59005,云岩区,8
16742,16742,106.720551,26.577417,南明区,7
16743,16743,106.684696,26.522308,花溪区,7
16744,16744,106.703271,26.521191,花溪区,1
16745,16745,106.62,26.33,,7
16746,16746,106.715847,26.574578,云岩区,1
16747,16747,106.672258,26.502496,乌当区,7
16748,16748,106.796715,26.540804,花溪区,7
16749,16749,106.630856,26.640368,乌当区,8
16750,16750,121.307741,31.12626,,7
16751,16751,106.674466,26.59005,云岩区,1
16752,16752,106.72845,26.591344,云岩区,7
16753,16753,106.613092,26.605978000000004,乌当区,1
16754,16754,106.705006,26.588224,云岩区,7
16755,16755,106.642598,26.651177,乌当区,1
16756,16756,106.614351,26.64286400000001,乌当区,7
16757,16757,106.629232,26.648774,乌当区,8
16758,16758,106.643089,26.614008,乌当区,7
16759,16759,106.625746,26.664574,观山湖区,7
16760,16760,106.740997,26.621951,乌当区,7
16761,16761,106.615658,26.598051,云岩区,7
16762,16762,106.707883,26.524842,花溪区,7
16763,16763,106.650913,26.557721,乌当区,7
16764,16764,106.711644,26.580099,花溪区,1
16765,16765,106.63069,26.674162,白云区,7
16766,16766,106.62,26.33,,7
16767,16767,106.643089,26.614008,乌当区,7
16768,16768,106.633594,26.612514,观山湖区,3
16769,16769,106.774457,26.634847,乌当区,7
16770,16770,106.616904,26.567885,花溪区,1
16771,16771,106.704123,26.516411,南明区,5
16772,16772,103.255582,27.702275,,7
16773,16773,106.720972,26.598188,云岩区,7
16774,16774,106.683092,26.502531,花溪区,7
16775,16775,106.792159,26.53862,南明区,7
16776,16776,106.701012,26.736883,白云区,8
16777,16777,106.803445,26.550519,花溪区,7
16778,16778,106.750573,26.409194,花溪区,1
16779,16779,106.67678,26.416132,花溪区,7
16780,16780,106.672362,26.435054,花溪区,1
16781,16781,106.700696,26.571027,南明区,8
16782,16782,106.711644,26.580099,花溪区,7
16783,16783,106.706735,26.527748,花溪区,7
16784,16784,106.743176,26.563835,乌当区,3
16785,16785,106.720628,26.574155,南明区,7
16786,16786,106.650913,26.557721,乌当区,7
16787,16787,106.629636,26.684248,白云区,3
16788,16788,106.711644,26.580099,花溪区,1
16789,16789,106.719066,26.551241,南明区,1
16790,16790,106.718652,26.579352,南明区,1
16791,16791,106.695059,26.593356,云岩区,1
16792,16792,106.663792,26.609576,乌当区,8
16793,16793,106.701099,26.580552,南明区,7
16794,16794,106.750573,26.409194,花溪区,3
16795,16795,106.711644,26.580099,花溪区,1
16796,16796,106.668459,26.689605,白云区,7
16797,16797,106.806182,26.639503,乌当区,9
16798,16798,106.708365,26.573829,南明区,7
16799,16799,106.722971,26.577403000000004,南明区,7
16800,16800,106.655939,26.60461500000001,观山湖区,7
16801,16801,106.639841,26.596222,乌当区,1
16802,16802,106.806182,26.639503,乌当区,1
16803,16803,106.67678,26.416132,花溪区,1
16804,16804,106.654258,26.641027,观山湖区,1
16805,16805,106.718379,26.584229,云岩区,1
16806,16806,106.622705,26.624093,观山湖区,1
16807,16807,106.739823,26.466479,花溪区,7
16808,16808,106.72926499999998,26.609140000000004,乌当区,8
16809,16809,106.658828,26.655481,乌当区,1
16810,16810,106.67678,26.416132,花溪区,7
16811,16811,106.718927,26.590145,云岩区,1
16812,16812,106.720551,26.577417,南明区,7
16813,16813,106.706345,26.507292,花溪区,7
16814,16814,106.714242,26.589845,云岩区,3
16815,16815,106.73163,26.612234,南明区,1
16816,16816,106.672258,26.502496,乌当区,7
16817,16817,106.725001,26.6033,云岩区,9
16818,16818,106.648893,26.678678,白云区,1
16819,16819,106.668459,26.689605,白云区,7
16820,16820,106.618402,26.586205,观山湖区,1
16821,16821,106.67202,26.756808000000003,白云区,1
16822,16822,106.758634,26.635329,乌当区,9
16823,16823,106.709529,26.596644,南明区,1
16824,16824,106.641956,26.633666,观山湖区,9
16825,16825,106.736557,26.535168,南明区,7
16826,16826,106.711644,26.580099,花溪区,9
16827,16827,106.72845,26.591344,云岩区,3
16828,16828,106.71613899999998,26.528752,花溪区,7
16829,16829,106.670698,26.437344,花溪区,7
16830,16830,106.720272,26.592742,云岩区,3
16831,16831,106.67678,26.416132,花溪区,8
16832,16832,106.700696,26.571027,南明区,7
16833,16833,106.667595,26.613864000000003,云岩区,3
16834,16834,106.718652,26.579352,南明区,8
16835,16835,106.735807,26.575796,南明区,7
16836,16836,106.725001,26.6033,云岩区,7
16837,16837,106.658206,26.63994000000001,乌当区,1
16838,16838,106.775821,26.637159000000004,乌当区,1
16839,16839,106.613092,26.605978000000004,乌当区,8
16840,16840,106.711644,26.580099,花溪区,8
16841,16841,106.711641,26.588587,云岩区,5
16842,16842,106.704825,26.577129,南明区,8
16843,16843,106.63058,26.64072100000001,观山湖区,1
16844,16844,106.698099,26.588309,云岩区,1
16845,16845,106.689817,26.531456,南明区,7
16846,16846,106.69541,26.536126,南明区,7
16847,16847,106.697974,26.57716,云岩区,7
16848,16848,108.978152,34.178026,,7
16849,16849,106.67202,26.756808000000003,白云区,8
16850,16850,106.716866,26.589601,云岩区,1
16851,16851,106.68546299999998,26.595573,云岩区,7
16852,16852,106.802105,26.545078000000004,南明区,9
16853,16853,106.629576,26.684339,白云区,8
16854,16854,106.713019,26.605123,云岩区,7
16855,16855,106.62,26.33,,3
16856,16856,106.740997,26.621951,乌当区,1
16857,16857,106.704413,26.587147,云岩区,1
16858,16858,106.740018,26.541155,云岩区,3
16859,16859,106.6953,26.56048,南明区,1
16860,16860,106.728264,26.60490900000001,云岩区,1
16861,16861,106.74293,26.549768,南明区,7
16862,16862,106.738914,26.56601400000001,南明区,7
16863,16863,106.711674,26.610432,云岩区,8
16864,16864,106.718652,26.579352,南明区,9
16865,16865,116.402131,39.99945200000001,,1
16866,16866,106.669818,26.587932,观山湖区,7
16867,16867,106.700696,26.571027,南明区,1
16868,16868,106.63877,26.602209,观山湖区,9
16869,16869,106.630856,26.640368,乌当区,1
16870,16870,106.63069,26.674162,白云区,8
16871,16871,106.67678,26.416132,花溪区,7
16872,16872,106.700696,26.571027,南明区,1
16873,16873,106.69892,26.519462,南明区,8
16874,16874,106.74293,26.549768,南明区,7
16875,16875,106.702233,26.534142,南明区,8
16876,16876,106.630856,26.640368,乌当区,8
16877,16877,106.668459,26.689605,白云区,7
16878,16878,106.709842,26.56283,南明区,1
16879,16879,106.793057,26.540552,花溪区,1
16880,16880,106.728118,26.623524,云岩区,3
16881,16881,106.775821,26.637159000000004,乌当区,7
16882,16882,106.590077,26.607268,乌当区,7
16883,16883,106.68546299999998,26.595573,云岩区,1
16884,16884,106.748315,26.623418,乌当区,7
16885,16885,106.640526,26.684768,白云区,7
16886,16886,106.708936,26.529166,南明区,7
16887,16887,106.704039,26.544898,南明区,1
16888,16888,106.733423,26.56832600000001,南明区,1
16889,16889,106.72525,26.580785,南明区,7
16890,16890,106.672258,26.502496,乌当区,7
16891,16891,106.72383700000002,26.575692,南明区,7
16892,16892,106.674466,26.59005,云岩区,7
16893,16893,106.68546299999998,26.595573,云岩区,1
16894,16894,106.670227,26.701643,白云区,3
16895,16895,106.750826,26.58458,云岩区,3
16896,16896,106.720972,26.598188,云岩区,9
16897,16897,106.650913,26.557721,乌当区,7
16898,16898,106.711644,26.580099,花溪区,3
16899,16899,106.736648,26.403444,花溪区,7
16900,16900,106.708936,26.529166,南明区,9
16901,16901,106.746004,26.566357,南明区,7
16902,16902,106.61774,26.639867,白云区,1
16903,16903,106.72926499999998,26.609140000000004,乌当区,7
16904,16904,106.630856,26.640368,乌当区,8
16905,16905,106.643294,26.683067,白云区,8
16906,16906,106.674466,26.59005,云岩区,7
16907,16907,106.721101,26.577575,南明区,7
16908,16908,106.719166,26.5837,云岩区,7
16909,16909,106.667747,26.670022,白云区,3
16910,16910,106.67678,26.416132,花溪区,7
16911,16911,106.720118,26.578703000000004,南明区,1
16912,16912,106.68546299999998,26.595573,云岩区,1
16913,16913,106.67678,26.416132,花溪区,3
16914,16914,106.71748999999998,26.52332100000001,花溪区,1
16915,16915,106.659356,26.675704,白云区,8
16916,16916,106.723136,26.579439,南明区,7
16917,16917,106.702233,26.534142,南明区,7
16918,16918,106.707411,26.512682,乌当区,3
16919,16919,106.576128,26.410875,花溪区,1
16920,16920,106.721101,26.577575,南明区,9
16921,16921,106.721101,26.577575,南明区,7
16922,16922,106.670163,26.602657,乌当区,7
16923,16923,103.255582,27.702275,,7
16924,16924,106.721926,26.602286,云岩区,1
16925,16925,106.746004,26.566357,南明区,7
16926,16926,106.688245,26.382642,花溪区,3
16927,16927,106.687591,26.38420300000001,花溪区,7
